url_hash,tag_type,link_density,text_to_tag_ratio,keyword_score,stop_word_density,text_length,label
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,13.0,0,0.0909,65,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,16.0,0,0.0,32,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,16.5,0,0.1667,33,0
07bd9e8c3529ec4e961e6eba3fbe96d6,section,0.1491,21.9659,1,0.3785,10939,0
07bd9e8c3529ec4e961e6eba3fbe96d6,section,0.0091,32.6864,1,0.399,9381,0
07bd9e8c3529ec4e961e6eba3fbe96d6,section,0.3016,1.0328,1,0.25,63,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.3016,1.05,0,0.25,63,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.6364,1.1579,0,0.3333,22,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.6364,1.6923,0,0.3333,22,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.6364,1.8333,0,0.3333,22,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.6364,2.0,0,0.3333,22,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,1.3333,0,0.0,8,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,8.0,0,0.0,8,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.122,1.1714,0,0.0,41,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.122,1.2059,0,0.0,41,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.122,1.5185,0,0.0,41,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,8.0,0,0.0,8,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,5.0,0,0.0,5,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,5.0,0,0.0,5,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,4.0,0,0.0,4,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,7.0,0,0.0,7,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,4.0,0,0.0,12,0
07bd9e8c3529ec4e961e6eba3fbe96d6,section,0.0071,43.4907,1,0.3993,9307,0
07bd9e8c3529ec4e961e6eba3fbe96d6,article,0.0071,43.6948,1,0.3993,9307,0
07bd9e8c3529ec4e961e6eba3fbe96d6,section,0.0071,44.9614,1,0.3993,9307,0
07bd9e8c3529ec4e961e6eba3fbe96d6,main,0.0071,45.1796,1,0.3993,9307,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,16.0,1,0.25,256,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,17.0667,0,0.25,256,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,42.6667,-1,0.25,256,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,51.2,-1,0.25,256,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,64.0,-1,0.25,256,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,116.0,0,0.2571,232,0
07bd9e8c3529ec4e961e6eba3fbe96d6,span,0.0,232.0,0,0.2571,232,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0073,47.8889,1,0.4027,9051,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0052,70.7717,1,0.4028,8988,0
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0395,126.5,0,0.4348,253,0
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0,221.0,0,0.4524,221,1
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0,117.0,0,0.2273,117,1
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0,182.0,0,0.4516,182,1
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0,414.0,0,0.338,414,1
07bd9e8c3529ec4e961e6eba3fbe96d6,p,0.0,315.0,0,0.4074,315,1
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,13.7333,0,0.2667,206,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,34.3333,-1,0.2667,206,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,41.2,-1,0.2667,206,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,51.5,-1,0.2667,206,0
07bd9e8c3529ec4e961e6eba3fbe96d6,div,0.0,88.0,0,0.2963,176,0
